Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mtu00625:Chloroalkane and chloroalkene degradation	6	0.8695652173913043	0.04196458184740519	RV2296, RV0768, RV1530, RV1862, RV2579, RV3086	165	13	1030	2.8811188811188813	0.981443949320941	0.35479146470988027	0.3395316167653693
UP_KEYWORDS	Potassium	6	0.8695652173913043	0.04424494760529784	RV1030, RV1031, RV2692, RV2436, RV3262, RV1617	686	12	3901	2.8432944606413995	0.9998878841270091	1.0	1.0
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	37	5.36231884057971	0.04645642513595452	RV3055, RV2601A, RV0081, RV3574, RV1297, RV0064A, RV2642, RV3357, RV3833, RV3855, RV1830, RV1379, RV1556, RV2865, RV3912, RV2506, RV2803, RV0639, RV1816, RV0117, RV0678, RV0238, RV0452, RV0491, RV2358, RV1423, RV2711, RV2638, RV3849, RV0748, RV1904, RV0328, RV0981, RV0386, RV0023, RV3095, RV0581	383	161	2228	1.3368794901318457	0.9999997175429008	1.0	1.0
GOTERM_BP_DIRECT	GO:0044119~growth of symbiont in host cell	17	2.4637681159420293	0.04647238813744406	RV3088, RV2285, RV0170, RV3089, RV1760, RV2930, RV0819, RV2548, RV1857, RV0900, RV0325, RV0177, RV0221, RV0243, RV0176, RV3086, RV3085	383	61	2228	1.6211959080597527	0.9999997190378882	1.0	1.0
KEGG_PATHWAY	mtu00630:Glyoxylate and dicarboxylate metabolism	12	1.7391304347826086	0.048196479344616995	RV2220, RV0896, RV3523, RV0467, RV1323, RV2964, RV3546, RV0243, RV0462, RV1867, RV1093, RV0859	165	41	1030	1.827050997782705	0.9898865451290936	0.37161862799729634	0.35563503109418676
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	5	0.7246376811594203	0.048665400512901164	RV1827, RV0475, RV1655, RV3329, RV1568	410	9	2439	3.304878048780488	0.9999999763778834	1.0	1.0
INTERPRO	IPR016039:Thiolase-like	12	1.7391304347826086	0.04970446219410832	RV1661, RV2245, RV3523, RV3522, RV1323, RV3546, RV0243, RV2933, RV1867, RV1181, RV2935, RV0859	578	38	3355	1.8329994536514296	1.0	1.0	1.0
KEGG_PATHWAY	mtu01212:Fatty acid metabolism	14	2.0289855072463765	0.055942589160883315	RV3550, RV1350, RV2187, RV1472, RV3774, RV3523, RV1323, RV2831, RV3546, RV1867, RV0859, RV0675, RV0860, RV0243	165	52	1030	1.680652680652681	0.9952701023967285	0.37161862799729634	0.35563503109418676
KEGG_PATHWAY	mtu00640:Propanoate metabolism	14	2.0289855072463765	0.055942589160883315	RV3550, RV1472, RV3774, RV3523, RV1323, RV2831, RV3546, RV1867, RV0859, RV0408, RV0951, RV0675, RV0860, RV0243	165	52	1030	1.680652680652681	0.9952701023967285	0.37161862799729634	0.35563503109418676
GOTERM_MF_DIRECT	GO:0004300~enoyl-CoA hydratase activity	7	1.0144927536231882	0.06620364293734679	RV3550, RV1472, RV3774, RV3522, RV2831, RV0243, RV0130	410	18	2439	2.3134146341463415	0.9999999999662117	1.0	1.0
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	38	5.507246376811594	0.07265409223610952	RV3055, RV1152, RV0081, RV3574, RV2642, RV3357, RV2720, RV3833, RV3855, RV1830, RV1379, RV1556, RV2865, RV3912, RV2327, RV2506, RV1816, RV1719, RV0117, RV0678, RV0238, RV0377, RV0452, RV0494, RV2050, RV0491, RV2358, RV1423, RV2711, RV3744, RV3849, RV0328, RV0586, RV0981, RV0386, RV0023, RV3095, RV1390	383	172	2228	1.2852025016698039	0.9999999999587297	1.0	1.0
KEGG_PATHWAY	mtu00020:Citrate cycle (TCA cycle)	10	1.4492753623188406	0.07655921454080271	RV2241, RV0843, RV0896, RV1553, RV0951, RV1554, RV0211, RV3318, RV0462, RV3317	165	34	1030	1.8360071301247771	0.9993932052132777	0.4746671301529768	0.45425133960876274
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	34	4.9275362318840585	0.07696806709180973	RV2064, RV3571, RV1350, RV2000, RV3254, RV0080, RV1530, RV1553, RV1432, RV1412, RV2428, RV3839, RV0331, RV0694, RV1181, RV3086, RV3262, RV3085, RV1483, RV1144, RV1661, RV3149, RV1862, RV2259, RV3106, RV2139, RV1501, RV2997, RV2933, RV2935, RV0945, RV0148, RV0068, RV0084	410	155	2439	1.3048937844217152	0.9999999999994295	1.0	1.0
INTERPRO	IPR020610:Thiolase, active site	3	0.43478260869565216	0.0784762278225993	RV1323, RV0243, RV0859	578	3	3355	5.804498269896193	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	19	2.753623188405797	0.08140783314757162	RV3562, RV3564, RV3797, RV1774, RV3106, RV3139, RV2855, RV3318, RV3504, RV2713, RV3913, RV3719, RV0688, RV0873, RV0697, RV0672, RV0462, RV0252, RV0063	410	77	2439	1.4678808995882164	0.9999999999998955	1.0	1.0
PIR_SUPERFAMILY	PIRSF000429:acetyl-CoA acetyltransferase	5	0.7246376811594203	0.09194391662566968	RV3523, RV1323, RV3546, RV0243, RV0859	67	11	397	2.693351424694708	0.9972146934056058	1.0	1.0
GOTERM_CC_DIRECT	GO:0005618~cell wall	133	19.275362318840582	0.09249286362743885	RV1096, RV2220, RV2187, RV3310, RV1650, RV2345, RV3798, RV1379, RV1777, RV0838, RV2629, RV0715, RV0316, RV0954, RV0830, RV0951, RV0431, RV3282, RV1265, RV1782, RV1661, RV1144, RV1783, RV2631, RV1388, RV3720, RV1423, RV1306, RV0949, RV1309, RV3849, RV1827, RV0700, RV0148, RV0386, RV0540, RV0142, RV1390, RV2285, RV1594, RV1077, RV3254, RV2720, RV1479, RV1996, RV1875, RV3139, RV1997, RV1636, RV1638, RV0859, RV0733, RV0336, RV0211, RV0120C, RV2050, RV0174, RV0570, RV0173, RV3143, RV2296, RV1484, RV1760, RV2059, RV3269, RV1488, RV2579, RV2216, RV1006, RV2854, RV0683, RV1093, RV0282, RV2780, RV1691, RV1297, RV3870, RV3873, RV1453, RV3875, RV2302, RV1611, RV2428, RV0639, RV0873, RV0475, RV0079, RV0111, RV0350, RV3086, RV3088, RV3089, RV1223, RV2711, RV2713, RV1867, RV0468, RV0622, RV0981, RV0860, RV0221, RV3490, RV0183, RV1073, RV3692, RV2241, RV2000, RV1550, RV1275, RV1794, RV2245, RV2006, RV1957, RV0139, RV0252, RV1161, RV2252, RV3863, RV1324, RV3106, RV3865, RV0928, RV2935, RV1969, RV0006, RV0005, RV0002, RV0122, RV0243, RV0089, RV0088, RV3592, RV2260	432	685	2455	1.1033894295755609	0.9884892863863408	1.0	1.0
GOTERM_MF_DIRECT	GO:0004467~long-chain fatty acid-CoA ligase activity	4	0.5797101449275363	0.0969332672945463	RV2187, RV3089, RV1206, RV3826	410	7	2439	3.3993031358885015	0.9999999999999998	1.0	1.0
GOTERM_MF_DIRECT	GO:0016298~lipase activity	4	0.5797101449275363	0.0969332672945463	RV3203, RV2854, RV2715, RV0183	410	7	2439	3.3993031358885015	0.9999999999999998	1.0	1.0
