Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	19	6.270627062706271	0.05042513683757087	RV0081, RV3124, RV2642, RV3855, RV3744, RV2865, RV2989, RV2506, RV1626, RV0967, RV0757, RV0678, RV0667, RV0232, RV0452, RV0078, RV0386, RV0196, RV0491	157	172	2228	1.5676196119093468	0.9998486558525155	1.0	1.0
GOTERM_CC_DIRECT	GO:0005618~cell wall	62	20.462046204620464	0.06038185071429517	RV2780, RV2220, RV3871, RV1297, RV1453, RV3798, RV2302, RV2428, RV1817, RV0316, RV0512, RV0951, RV0830, RV0873, RV0079, RV2191, RV0194, RV3045, RV1782, RV3841, RV3448, RV2999, RV2713, RV1866, RV1867, RV1626, RV1827, RV0700, RV0667, RV0386, RV3490, RV1073, RV2241, RV2000, RV1473, RV3254, RV3136, RV1477, RV1479, RV1996, RV1997, RV1436, RV0859, RV0892, RV0252, RV1161, RV3143, RV3224, RV1442, RV1289, RV3269, RV3863, RV1368, RV2536, RV2339, RV0928, RV0007, RV0246, RV0002, RV0122, RV0088, RV1094	185	685	2455	1.201104754389426	0.7612836708996724	0.4911247273265956	0.4911247273265956
SMART	SM00448:REC	4	1.3201320132013201	0.06269328996797732	RV3143, RV0757, RV1626, RV0491	45	13	600	4.102564102564102	0.9340776781093303	1.0	1.0
GOTERM_BP_DIRECT	GO:0000160~phosphorelay signal transduction system	5	1.65016501650165	0.0628622449842372	RV3143, RV0757, RV3124, RV1626, RV0491	157	22	2228	3.22524609148813	0.999983908966679	1.0	1.0
GOTERM_CC_DIRECT	GO:0005622~intracellular	10	3.3003300330033	0.06405974704259942	RV3143, RV0490, RV0758, RV0757, RV3124, RV2642, RV3645, RV0386, RV1626, RV0491	185	68	2455	1.951510333863275	0.7818742718057837	0.4911247273265956	0.4911247273265956
INTERPRO	IPR001789:Signal transduction response regulator, receiver domain	4	1.3201320132013201	0.06825918153108113	RV3143, RV0757, RV1626, RV0491	253	13	3355	4.080267558528428	0.9999999999999811	1.0	1.0
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	9	2.9702970297029703	0.07575101118479038	RV0501, RV0126, RV2930, RV0793, RV0584, RV1117, RV3826, RV3490, RV2715	162	68	2439	1.9926470588235292	0.999999750383131	1.0	1.0
UP_KEYWORDS	Two-component regulatory system	6	1.9801980198019802	0.07661856125397723	RV3143, RV0490, RV0758, RV0757, RV1626, RV0491	302	30	3901	2.5834437086092716	0.9999911763861187	1.0	1.0
GOTERM_BP_DIRECT	GO:0005992~trehalose biosynthetic process	3	0.9900990099009901	0.0810435216538561	RV0127, RV0126, RV3490	157	7	2228	6.08189262966333	0.999999424373954	1.0	1.0
INTERPRO	IPR011006:CheY-like superfamily	4	1.3201320132013201	0.08222614806722114	RV3143, RV0757, RV1626, RV0491	253	14	3355	3.7888198757763973	1.0	1.0	1.0
UP_SEQ_FEATURE	sequence variant	5	1.65016501650165	0.08317717827163443	RV3794, RV0667, RV3810, RV2702, RV0928	115	23	1548	2.9262759924385633	0.9999999814428988	1.0	1.0
KEGG_PATHWAY	mtu01100:Metabolic pathways	42	13.861386138613863	0.08731449344413676	RV3550, RV3330, RV2241, RV2780, RV3772, RV2220, RV2486, RV1530, RV1552, RV1731, RV2589, RV1412, RV1315, RV1436, RV2702, RV3119, RV2207, RV0859, RV0956, RV0512, RV0896, RV0951, RV2191, RV2173, RV3145, RV1121, RV1442, RV1389, RV3109, RV1568, RV1822, RV2713, RV1867, RV1603, RV0803, RV1609, RV0667, RV0501, RV0126, RV0002, RV3490, RV0062	63	588	1030	1.1678004535147393	0.9986096533742124	1.0	1.0
GOTERM_MF_DIRECT	GO:0050661~NADP binding	4	1.3201320132013201	0.09707905369043578	RV1121, RV0892, RV1436, RV0252	162	17	2439	3.542483660130719	0.9999999972432492	1.0	1.0
