Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR000084:PE-PGRS family, N-terminal	17	5.6105610561056105	7.620268086117254E-4	RV1195, RV1087, RV3367, RV1386, RV1430, RV3477, RV3388, RV2741, RV1983, RV1646, RV1768, RV3508, RV0109, RV0832, RV0124, RV1091, RV0297	253	89	3355	2.5329750854909623	0.2887674531092139	0.3406259834494412	0.3406259834494412
GOTERM_BP_4	GO:0019219~regulation of nucleobase-containing compound metabolic process	28	9.24092409240924	7.816359951543766E-4	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	130	205	1805	1.8964352720450284	0.19411634085681206	0.14421594321853629	0.14421594321853629
GOTERM_BP_5	GO:0051252~regulation of RNA metabolic process	27	8.91089108910891	8.429407091764858E-4	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	126	198	1771	1.9166666666666665	0.2422823410787247	0.09244249777302128	0.09216151753662911
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	27	8.91089108910891	8.684428147694025E-4	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	150	198	2125	1.9318181818181819	0.44321982030968554	0.11642650615952403	0.11539006841923154
GOTERM_BP_ALL	GO:0051252~regulation of RNA metabolic process	27	8.91089108910891	8.756213901946183E-4	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	198	2228	1.9351476548928779	0.47932212107122896	0.13012447984672376	0.12837784253334492
GOTERM_BP_FAT	GO:0097659~nucleic acid-templated transcription	30	9.900990099009901	0.0010364377402924988	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	150	233	2125	1.8240343347639485	0.5028787375227097	0.11642650615952403	0.11539006841923154
GOTERM_BP_4	GO:0051252~regulation of RNA metabolic process	27	8.91089108910891	0.0010450430668009875	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	130	198	1805	1.8933566433566436	0.2506751691198892	0.14421594321853629	0.14421594321853629
GOTERM_BP_ALL	GO:0097659~nucleic acid-templated transcription	30	9.900990099009901	0.0010479823880273054	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	157	233	2228	1.8271780432464944	0.5421237233210465	0.13012447984672376	0.12837784253334492
GOTERM_BP_5	GO:0032774~RNA biosynthetic process	30	9.900990099009901	0.0013201234867633305	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	126	237	1771	1.7791842475386779	0.3524812693138144	0.10858015678628394	0.1082501259145931
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	23	7.590759075907591	0.0013358426857369922	RV2601A, RV0081, RV2132, RV1297, RV3334, RV3124, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV2506, RV0748, RV1904, RV0967, RV0678, RV0232, RV0452, RV0078, RV0386, RV0196, RV0491	157	161	2228	2.02729754322111	0.20327449692894994	0.22709325657528867	0.22709325657528867
GOTERM_BP_FAT	GO:0032774~RNA biosynthetic process	30	9.900990099009901	0.001371537008146882	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	150	237	2125	1.7932489451476794	0.6034885890270167	0.13205942049871408	0.1308838173488739
GOTERM_BP_ALL	GO:0032774~RNA biosynthetic process	30	9.900990099009901	0.0013854887761195222	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	157	237	2228	1.7963395952592116	0.6440285836784693	0.14745559117272058	0.14547632149254983
GOTERM_BP_ALL	GO:0050794~regulation of cellular process	38	12.541254125412541	0.0021101712731316172	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV3198A, RV1211, RV2642, RV3855, RV2865, RV1315, RV0918, RV3911, RV2428, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV3143, RV2132, RV1221, RV3124, RV2874, RV3744, RV3645, RV2713, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	157	336	2228	1.6049438883833789	0.7927311657364553	0.15571737742462474	0.1536272112846969
GOTERM_BP_5	GO:2000112~regulation of cellular macromolecule biosynthetic process	27	8.91089108910891	0.0022322398340260353	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	126	211	1771	1.7985781990521326	0.5206037663706635	0.13126707337895782	0.13086808531397617
GOTERM_BP_FAT	GO:0051171~regulation of nitrogen compound metabolic process	28	9.24092409240924	0.0022571908114710926	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	150	222	2125	1.7867867867867868	0.7819576959649578	0.16420614034938633	0.16274436461927308
GOTERM_BP_ALL	GO:0051171~regulation of nitrogen compound metabolic process	28	9.24092409240924	0.0022718686718919794	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	157	222	2228	1.7898662994204395	0.816303014029276	0.15571737742462474	0.1536272112846969
GOTERM_BP_FAT	GO:2000112~regulation of cellular macromolecule biosynthetic process	27	8.91089108910891	0.002273635241876202	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	150	211	2125	1.8127962085308056	0.7843664611952441	0.16420614034938633	0.16274436461927308
GOTERM_BP_ALL	GO:2000112~regulation of cellular macromolecule biosynthetic process	27	8.91089108910891	0.0022862876846694033	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	211	2228	1.8159205481933165	0.8182702157185042	0.15571737742462474	0.1536272112846969
GOTERM_BP_2	GO:0050794~regulation of cellular process	38	12.541254125412541	0.0023680355092301703	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV3198A, RV1211, RV2642, RV3855, RV2865, RV1315, RV0918, RV3911, RV2428, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV3143, RV2132, RV1221, RV3124, RV2874, RV3744, RV3645, RV2713, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	145	336	2035	1.587233169129721	0.12225258210842471	0.13024195300765937	0.13024195300765937
GOTERM_BP_5	GO:0010556~regulation of macromolecule biosynthetic process	27	8.91089108910891	0.002393928389889808	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	126	212	1771	1.7900943396226414	0.5454951432287198	0.13126707337895782	0.13086808531397617
GOTERM_BP_FAT	GO:0010556~regulation of macromolecule biosynthetic process	27	8.91089108910891	0.002436292883522052	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	150	212	2125	1.804245283018868	0.8068068724509543	0.16420614034938633	0.16274436461927308
GOTERM_BP_ALL	GO:0010556~regulation of macromolecule biosynthetic process	27	8.91089108910891	0.0024493712652334087	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	212	2228	1.8073548852301407	0.839107692017329	0.15571737742462474	0.1536272112846969
GOTERM_BP_ALL	GO:0031323~regulation of cellular metabolic process	30	9.900990099009901	0.0025081993679134185	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV1211, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV3744, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	157	246	2228	1.7306198539692403	0.8460235909606909	0.15571737742462474	0.1536272112846969
GOTERM_BP_4	GO:0010556~regulation of macromolecule biosynthetic process	27	8.91089108910891	0.00292241175420168	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	130	212	1805	1.768323657474601	0.5541472476252727	0.26886188138655454	0.26886188138655454
GOTERM_BP_3	GO:0051171~regulation of nitrogen compound metabolic process	28	9.24092409240924	0.0032828156396417954	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	142	222	1955	1.7364547646237785	0.4012802662125784	0.21548028241323353	0.21271771468998696
GOTERM_BP_ALL	GO:0031326~regulation of cellular biosynthetic process	27	8.91089108910891	0.0036526162608486734	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	218	2228	1.7576111727926138	0.9345311614825735	0.19347339802313937	0.19087643966041268
GOTERM_BP_3	GO:0031323~regulation of cellular metabolic process	30	9.900990099009901	0.0036706023576374884	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV1211, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV3744, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	142	246	1955	1.6789762968052213	0.43654480782322325	0.21548028241323353	0.21271771468998696
GOTERM_CC_5	GO:0005618~cell wall	62	20.462046204620464	0.0037111368383192797	RV2780, RV2220, RV3871, RV1297, RV1453, RV3798, RV2302, RV2428, RV1817, RV0316, RV0512, RV0951, RV0830, RV0873, RV0079, RV2191, RV0194, RV3045, RV1782, RV3841, RV3448, RV2999, RV2713, RV1866, RV1867, RV1626, RV1827, RV0700, RV0667, RV0386, RV3490, RV1073, RV2241, RV2000, RV1473, RV3254, RV3136, RV1477, RV1479, RV1996, RV1997, RV1436, RV0859, RV0892, RV0252, RV1161, RV3143, RV3224, RV1442, RV1289, RV3269, RV3863, RV1368, RV2536, RV2339, RV0928, RV0007, RV0246, RV0002, RV0122, RV0088, RV1094	102	685	1455	1.2911120652640617	0.11217203345496252	0.11875637882621695	0.11875637882621695
GOTERM_BP_ALL	GO:0080090~regulation of primary metabolic process	29	9.570957095709572	0.003733417375977518	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV3744, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	157	241	2228	1.7076406691862462	0.9383696577124992	0.19347339802313937	0.19087643966041268
GOTERM_BP_ALL	GO:0009889~regulation of biosynthetic process	27	8.91089108910891	0.0038954375440900546	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	219	2228	1.7495855509990401	0.9454025537417627	0.19347339802313937	0.19087643966041268
GOTERM_BP_4	GO:0031326~regulation of cellular biosynthetic process	27	8.91089108910891	0.004355608571270727	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	130	218	1805	1.7196541990119973	0.7002401532372731	0.3005369914176802	0.3005369914176802
GOTERM_BP_ALL	GO:0019222~regulation of metabolic process	30	9.900990099009901	0.004601435409111327	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV1211, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV3744, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	157	256	2228	1.663017515923567	0.9678061770252441	0.2063034686253617	0.2035342945498535
GOTERM_BP_5	GO:0010468~regulation of gene expression	27	8.91089108910891	0.0046464792211493005	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	126	222	1771	1.7094594594594594	0.7839519021017671	0.21838452339401712	0.21772074064813865
GOTERM_BP_FAT	GO:0010468~regulation of gene expression	27	8.91089108910891	0.004691231681540181	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	150	222	2125	1.7229729729729728	0.9579682506835682	0.28744455939618924	0.2848857057517128
GOTERM_BP_ALL	GO:0010468~regulation of gene expression	27	8.91089108910891	0.004707595928363959	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	222	2228	1.7259425030125666	0.9702652864710387	0.2063034686253617	0.2035342945498535
GOTERM_BP_2	GO:0019222~regulation of metabolic process	30	9.900990099009901	0.005118596707209009	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV1211, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV3744, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	145	256	2035	1.644665948275862	0.24591168402756114	0.14076140944824775	0.14076140944824775
GOTERM_BP_3	GO:0080090~regulation of primary metabolic process	29	9.570957095709572	0.005378624078845042	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV3744, RV1626, RV0748, RV1827, RV1904, RV0967, RV0386	142	241	1955	1.6566828356028287	0.5688632651327636	0.21548028241323353	0.21271771468998696
GOTERM_BP_3	GO:0009889~regulation of biosynthetic process	27	8.91089108910891	0.0055251354464931676	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	142	219	1955	1.6973760370441828	0.578658264928691	0.21548028241323353	0.21271771468998696
GOTERM_BP_4	GO:0010468~regulation of gene expression	27	8.91089108910891	0.005610750796946619	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	130	222	1805	1.6886694386694387	0.7883725477603534	0.3097134439914534	0.3097134439914534
UP_KEYWORDS	Signal	35	11.55115511551155	0.0077655432708649275	RV0397A, RV3033, RV3330, RV3477, RV3576, RV3732, RV1477, RV2843, RV3810, RV1799, RV2905, RV0835, RV0832, RV0237, RV0057, RV2290, RV3044, RV2672, RV3367, RV3388, RV3006, RV3395A, RV1368, RV3623, RV2999, RV1922, RV0906, RV1768, RV0928, RV0847, RV0109, RV0603, RV0124, RV0584, RV0063	302	290	3901	1.5589746517469742	0.6796029940651755	1.0	1.0
GOTERM_BP_1	GO:0050789~regulation of biological process	44	14.521452145214523	0.008324394894649569	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV3198A, RV1211, RV2642, RV3855, RV2865, RV1315, RV0918, RV2009, RV3911, RV2428, RV2989, RV2506, RV2928, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV1082, RV0491, RV3143, RV1241, RV2132, RV1221, RV3124, RV2874, RV3744, RV3645, RV2713, RV0928, RV1626, RV0748, RV1827, RV1904, RV0967, RV0146, RV0386	157	438	2228	1.4255882267399587	0.11044087684582926	0.11654152852509396	0.11654152852509396
GOTERM_BP_ALL	GO:0050789~regulation of biological process	44	14.521452145214523	0.008324394894649569	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV3198A, RV1211, RV2642, RV3855, RV2865, RV1315, RV0918, RV2009, RV3911, RV2428, RV2989, RV2506, RV2928, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV1082, RV0491, RV3143, RV1241, RV2132, RV1221, RV3124, RV2874, RV3744, RV3645, RV2713, RV0928, RV1626, RV0748, RV1827, RV1904, RV0967, RV0146, RV0386	157	438	2228	1.4255882267399587	0.998025876820284	0.3445374553618849	0.3399127915315241
GOTERM_BP_ALL	GO:0060255~regulation of macromolecule metabolic process	27	8.91089108910891	0.009007657559833505	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	157	233	2228	1.6444602389218446	0.9988186666022743	0.35319499379347163	0.34845412139355925
GOTERM_MF_DIRECT	GO:0003677~DNA binding	30	9.900990099009901	0.010479899304491731	RV0081, RV3871, RV3334, RV2069, RV3798, RV3855, RV2865, RV3911, RV2989, RV0757, RV0678, RV0078, RV0232, RV0452, RV2191, RV0670, RV0196, RV0491, RV2595, RV3188, RV0500A, RV1221, RV3124, RV3863, RV3744, RV0967, RV0667, RV0002, RV0386, RV2085	162	287	2439	1.5737514518002322	0.8690963378305084	1.0	1.0
GOTERM_BP_3	GO:0060255~regulation of macromolecule metabolic process	27	8.91089108910891	0.012528535518444526	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV3124, RV1626, RV0748, RV1904, RV0967, RV0386	142	233	1955	1.5953877773076226	0.8600958843036807	0.3908903081754692	0.3858788939680914
