GO Term ID	GO Term Name	Corrected p-val	Uncorrected p-val
GO:0003677	DNA binding	0.43586228201812266	0.056175018475103755
GO:0006637	acyl-CoA metabolic process	0.43586228201812266	0.05755271802873099
GO:0006605	protein targeting	0.43586228201812266	0.060196380373843866
GO:0009061	anaerobic respiration	0.43586228201812266	0.06083441353253029
GO:0006006	glucose metabolic process	0.43586228201812266	0.06327806122168345
GO:0009415	response to water	0.43586228201812266	0.06327806122168345
GO:0006271	DNA strand elongation involved in DNA replication	0.43586228201812266	0.08448789925707134
GO:0046812	host cell surface binding	0.43586228201812266	0.08448789925707134
GO:0043546	molybdopterin cofactor binding	0.43586228201812266	0.08448789925707134
GO:0006352	DNA-templated transcription, initiation	0.43586228201812266	0.08714117313280333
GO:0016987	sigma factor activity	0.43586228201812266	0.10180372474078847
GO:0005618	cell wall	0.43586228201812266	0.10333413598492279
GO:0032324	molybdopterin cofactor biosynthetic process	0.43586228201812266	0.10746890520667382
GO:0003700	DNA-binding transcription factor activity	0.43586228201812266	0.1138068988983629
GO:0050661	NADP binding	0.43586228201812266	0.1234319337451372
GO:0042128	nitrate assimilation	0.43586228201812266	0.1318603855949688
GO:0005978	glycogen biosynthetic process	0.43586228201812266	0.1318603855949688
GO:0005509	calcium ion binding	0.43586228201812266	0.1318603855949688
GO:0003985	acetyl-CoA C-acetyltransferase activity	0.43586228201812266	0.1318603855949688
GO:0000162	tryptophan biosynthetic process	0.43586228201812266	0.1318603855949688
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	0.43586228201812266	0.13813823018151752
GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	0.43586228201812266	0.13813823018151752
GO:0019277	UDP-N-acetylgalactosamine biosynthetic process	0.43586228201812266	0.13813823018151752
GO:0102040	fumarate reductase (menaquinone)	0.43586228201812266	0.13813823018151752
GO:0006113	fermentation	0.43586228201812266	0.13813823018151752
GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	0.43586228201812266	0.13813823018151752
GO:0006517	protein deglycosylation	0.43586228201812266	0.13813823018151752
GO:0006516	glycoprotein catabolic process	0.43586228201812266	0.13813823018151752
GO:0016798	hydrolase activity, acting on glycosyl bonds	0.43586228201812266	0.13813823018151752
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	0.43586228201812266	0.13813823018151752
GO:0006880	intracellular sequestering of iron ion	0.43586228201812266	0.13813823018151752
GO:0004746	riboflavin synthase activity	0.43586228201812266	0.13813823018151752
GO:0046187	acetaldehyde catabolic process	0.43586228201812266	0.13813823018151752
GO:0006725	cellular aromatic compound metabolic process	0.43586228201812266	0.13813823018151752
GO:0008833	deoxyribonuclease IV (phage-T4-induced) activity	0.43586228201812266	0.13813823018151752
GO:0032790	ribosome disassembly	0.43586228201812266	0.13813823018151752
GO:0000026	alpha-1,2-mannosyltransferase activity	0.43586228201812266	0.13813823018151752
GO:0071554	cell wall organization or biogenesis	0.43586228201812266	0.13813823018151752
GO:0009163	nucleoside biosynthetic process	0.43586228201812266	0.13813823018151752
GO:0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	0.43586228201812266	0.13813823018151752
GO:0019220	regulation of phosphate metabolic process	0.43586228201812266	0.13813823018151752
GO:0103025	alpha-amylase activity (releasing maltohexaose)	0.43586228201812266	0.13813823018151752
GO:0016161	beta-amylase activity	0.43586228201812266	0.13813823018151752
GO:0000023	maltose metabolic process	0.43586228201812266	0.13813823018151752
GO:0047471	maltose alpha-D-glucosyltransferase activity	0.43586228201812266	0.13813823018151752
GO:0000272	polysaccharide catabolic process	0.43586228201812266	0.13813823018151752
GO:0000286	alanine dehydrogenase activity	0.43586228201812266	0.13813823018151752
GO:0042853	L-alanine catabolic process	0.43586228201812266	0.13813823018151752
GO:0006524	alanine catabolic process	0.43586228201812266	0.13813823018151752
GO:0019375	galactolipid biosynthetic process	0.43586228201812266	0.13813823018151752
GO:0033670	regulation of NAD+ kinase activity	0.43586228201812266	0.13813823018151752
GO:0051336	regulation of hydrolase activity	0.43586228201812266	0.13813823018151752
GO:0009254	peptidoglycan turnover	0.43586228201812266	0.13813823018151752
GO:0009691	cytokinin biosynthetic process	0.43586228201812266	0.13813823018151752
GO:0006796	phosphate-containing compound metabolic process	0.43586228201812266	0.13813823018151752
GO:0004427	inorganic diphosphatase activity	0.43586228201812266	0.13813823018151752
GO:0071705	nitrogen compound transport	0.43586228201812266	0.13813823018151752
GO:0030245	cellulose catabolic process	0.43586228201812266	0.13813823018151752
GO:0016162	cellulose 1,4-beta-cellobiosidase activity	0.43586228201812266	0.13813823018151752
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	0.43586228201812266	0.13813823018151752
GO:0019002	GMP binding	0.43586228201812266	0.13813823018151752
GO:0019003	GDP binding	0.43586228201812266	0.13813823018151752
GO:0004385	guanylate kinase activity	0.43586228201812266	0.13813823018151752
GO:0006655	phosphatidylglycerol biosynthetic process	0.43586228201812266	0.13813823018151752
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity	0.43586228201812266	0.13813823018151752
GO:0004713	protein tyrosine kinase activity	0.43586228201812266	0.13813823018151752
GO:0043457	regulation of cellular respiration	0.43586228201812266	0.13813823018151752
GO:0045820	negative regulation of glycolytic process	0.43586228201812266	0.13813823018151752
GO:0034386	4-aminobutyrate:2-oxoglutarate transaminase activity	0.43586228201812266	0.13813823018151752
GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity	0.43586228201812266	0.13813823018151752
GO:0010272	response to silver ion	0.43586228201812266	0.13813823018151752
GO:0097077	copper ion sensor activity	0.43586228201812266	0.13813823018151752
GO:0042709	succinate-CoA ligase complex	0.43586228201812266	0.13813823018151752
GO:0046459	short-chain fatty acid metabolic process	0.43586228201812266	0.13813823018151752
GO:0102131	3-oxo-glutaryl-[acp] methyl ester reductase activity	0.43586228201812266	0.13813823018151752
GO:0102132	3-oxo-pimeloyl-[acp] methyl ester reductase activity	0.43586228201812266	0.13813823018151752
GO:0018454	acetoacetyl-CoA reductase activity	0.43586228201812266	0.13813823018151752
GO:0070677	rRNA (cytosine-2'-O-)-methyltransferase activity	0.43586228201812266	0.13813823018151752
GO:0032549	ribonucleoside binding	0.43586228201812266	0.13813823018151752
GO:0098719	sodium ion import across plasma membrane	0.43586228201812266	0.13813823018151752
GO:0051453	regulation of intracellular pH	0.43586228201812266	0.13813823018151752
GO:0016118	carotenoid catabolic process	0.43586228201812266	0.13813823018151752
GO:0003957	NAD(P)+ transhydrogenase (B-specific) activity	0.43586228201812266	0.13813823018151752
GO:0043168	anion binding	0.43586228201812266	0.13813823018151752
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	0.43586228201812266	0.13813823018151752
GO:0047260	alpha,alpha-trehalose-phosphate synthase (GDP-forming) activity	0.43586228201812266	0.13813823018151752
GO:0070415	trehalose metabolism in response to cold stress	0.43586228201812266	0.13813823018151752
GO:0070413	trehalose metabolism in response to stress	0.43586228201812266	0.13813823018151752
GO:0006970	response to osmotic stress	0.43586228201812266	0.13813823018151752
GO:0047330	polyphosphate-glucose phosphotransferase activity	0.43586228201812266	0.13813823018151752
GO:0004340	glucokinase activity	0.43586228201812266	0.13813823018151752
GO:0008186	RNA-dependent ATPase activity	0.43586228201812266	0.13813823018151752
GO:0006363	termination of RNA polymerase I transcription	0.43586228201812266	0.13813823018151752
GO:0008967	phosphoglycolate phosphatase activity	0.43586228201812266	0.13813823018151752
GO:0050607	mycothiol-dependent formaldehyde dehydrogenase activity	0.43586228201812266	0.13813823018151752
GO:0004655	porphobilinogen synthase activity	0.43586228201812266	0.13813823018151752
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	0.43586228201812266	0.13813823018151752
GO:0046889	positive regulation of lipid biosynthetic process	0.43586228201812266	0.13813823018151752
GO:0043602	nitrate catabolic process	0.43586228201812266	0.13813823018151752
GO:0035595	N-acetylglucosaminylinositol deacetylase activity	0.43586228201812266	0.13813823018151752
GO:0046677	response to antibiotic	0.43586228201812266	0.14892132825851184
GO:0006635	fatty acid beta-oxidation	0.43586228201812266	0.14980403305425102
GO:0005829	cytosol	0.43586228201812266	0.16612432481318165
GO:0045927	positive regulation of growth	0.43586228201812266	0.1666290232477406
GO:0051409	response to nitrosative stress	0.43586228201812266	0.16863843291459668
GO:0042783	active evasion of host immune response	0.43586228201812266	0.16863843291459668
GO:0015562	efflux transmembrane transporter activity	0.43586228201812266	0.18363932286037263
GO:0003988	acetyl-CoA C-acyltransferase activity	0.43586228201812266	0.18363932286037263
GO:0016853	isomerase activity	0.43586228201812266	0.18697489043508336
GO:0000976	transcription regulatory region sequence-specific DNA binding	0.43586228201812266	0.18697489043508336
GO:0032993	protein-DNA complex	0.43586228201812266	0.18697489043508336
GO:0042802	identical protein binding	0.43586228201812266	0.19289393074666647
GO:0042781	3'-tRNA processing endoribonuclease activity	0.43586228201812266	0.1998990135024014
GO:0045284	plasma membrane fumarate reductase complex	0.43586228201812266	0.1998990135024014
GO:0009715	chalcone biosynthetic process	0.43586228201812266	0.1998990135024014
GO:0008106	alcohol dehydrogenase (NADP+) activity	0.43586228201812266	0.1998990135024014
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	0.43586228201812266	0.1998990135024014
GO:0004479	methionyl-tRNA formyltransferase activity	0.43586228201812266	0.1998990135024014
GO:0030964	NADH dehydrogenase complex	0.43586228201812266	0.1998990135024014
GO:0045300	acyl-[acyl-carrier-protein] desaturase activity	0.43586228201812266	0.1998990135024014
GO:0004400	histidinol-phosphate transaminase activity	0.43586228201812266	0.1998990135024014
GO:0004383	guanylate cyclase activity	0.43586228201812266	0.1998990135024014
GO:0009927	histidine phosphotransfer kinase activity	0.43586228201812266	0.1998990135024014
GO:0018106	peptidyl-histidine phosphorylation	0.43586228201812266	0.1998990135024014
GO:0008942	nitrite reductase [NAD(P)H] activity	0.43586228201812266	0.1998990135024014
GO:0046835	carbohydrate phosphorylation	0.43586228201812266	0.1998990135024014
GO:0004556	alpha-amylase activity	0.43586228201812266	0.1998990135024014
GO:0005977	glycogen metabolic process	0.43586228201812266	0.1998990135024014
GO:0008785	alkyl hydroperoxide reductase activity	0.43586228201812266	0.1998990135024014
GO:0032843	hydroperoxide reductase activity	0.43586228201812266	0.1998990135024014
GO:0042744	hydrogen peroxide catabolic process	0.43586228201812266	0.1998990135024014
GO:0015095	magnesium ion transmembrane transporter activity	0.43586228201812266	0.1998990135024014
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	0.43586228201812266	0.1998990135024014
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	0.43586228201812266	0.1998990135024014
GO:0004175	endopeptidase activity	0.43586228201812266	0.1998990135024014
GO:0009251	glucan catabolic process	0.43586228201812266	0.1998990135024014
GO:0008810	cellulase activity	0.43586228201812266	0.1998990135024014
GO:0004017	adenylate kinase activity	0.43586228201812266	0.1998990135024014
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	0.43586228201812266	0.1998990135024014
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	0.43586228201812266	0.1998990135024014
GO:0009450	gamma-aminobutyric acid catabolic process	0.43586228201812266	0.1998990135024014
GO:0003867	4-aminobutyrate transaminase activity	0.43586228201812266	0.1998990135024014
GO:0019740	nitrogen utilization	0.43586228201812266	0.1998990135024014
GO:0004775	succinate-CoA ligase (ADP-forming) activity	0.43586228201812266	0.1998990135024014
GO:0004644	phosphoribosylglycinamide formyltransferase activity	0.43586228201812266	0.1998990135024014
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	0.43586228201812266	0.1998990135024014
GO:0004345	glucose-6-phosphate dehydrogenase activity	0.43586228201812266	0.1998990135024014
GO:0000453	enzyme-directed rRNA 2'-O-methylation	0.43586228201812266	0.1998990135024014
GO:0005215	transporter activity	0.43586228201812266	0.1998990135024014
GO:0015385	sodium:proton antiporter activity	0.43586228201812266	0.1998990135024014
GO:0015386	potassium:proton antiporter activity	0.43586228201812266	0.1998990135024014
GO:0010436	carotenoid dioxygenase activity	0.43586228201812266	0.1998990135024014
GO:0016121	carotene catabolic process	0.43586228201812266	0.1998990135024014
GO:0006739	NADP metabolic process	0.43586228201812266	0.1998990135024014
GO:0019145	aminobutyraldehyde dehydrogenase activity	0.43586228201812266	0.1998990135024014
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	0.43586228201812266	0.1998990135024014
GO:0033737	1-pyrroline dehydrogenase activity	0.43586228201812266	0.1998990135024014
GO:0004640	phosphoribosylanthranilate isomerase activity	0.43586228201812266	0.1998990135024014
GO:0019008	molybdopterin synthase complex	0.43586228201812266	0.1998990135024014
GO:0061798	GTP 3',8'-cyclase activity	0.43586228201812266	0.1998990135024014
GO:1904047	S-adenosyl-L-methionine binding	0.43586228201812266	0.1998990135024014
GO:0042126	nitrate metabolic process	0.43586228201812266	0.1998990135024014
GO:0071249	cellular response to nitrate	0.43586228201812266	0.1998990135024014
GO:0036294	cellular response to decreased oxygen levels	0.43586228201812266	0.1998990135024014
GO:0004049	anthranilate synthase activity	0.43586228201812266	0.1998990135024014
GO:0071770	DIM/DIP cell wall layer assembly	0.44596559280383813	0.20579691127849856
GO:0030288	outer membrane-bounded periplasmic space	0.44596559280383813	0.210500562911388
GO:0006171	cAMP biosynthetic process	0.44596559280383813	0.210500562911388
GO:0044315	protein secretion by the type VII secretion system	0.44596559280383813	0.210500562911388
GO:0016311	dephosphorylation	0.44596559280383813	0.210500562911388
GO:0008270	zinc ion binding	0.44596559280383813	0.21972200002325742
GO:0009405	pathogenesis	0.44596559280383813	0.22238341785557064
GO:0005576	extracellular region	0.44596559280383813	0.22628883585169957
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.44596559280383813	0.23771259007132517
GO:0003887	DNA-directed DNA polymerase activity	0.44596559280383813	0.23771259007132517
GO:0006974	cellular response to DNA damage stimulus	0.44596559280383813	0.23771259007132517
GO:0043022	ribosome binding	0.44596559280383813	0.23771259007132517
GO:0052059	evasion or tolerance by symbiont of host-produced reactive oxygen species	0.44596559280383813	0.23771259007132517
GO:0052060	evasion or tolerance by symbiont of host-produced nitric oxide	0.44596559280383813	0.23771259007132517
GO:0045892	negative regulation of transcription, DNA-templated	0.44596559280383813	0.25530432753208504
GO:0046686	response to cadmium ion	0.44596559280383813	0.2572472923029232
GO:0005634	nucleus	0.44596559280383813	0.2572472923029232
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	0.44596559280383813	0.2572472923029232
GO:0004322	ferroxidase activity	0.44596559280383813	0.2572472923029232
GO:0008199	ferric iron binding	0.44596559280383813	0.2572472923029232
GO:0044164	host cell cytosol	0.44596559280383813	0.2572472923029232
GO:0004022	alcohol dehydrogenase (NAD) activity	0.44596559280383813	0.2572472923029232
GO:0003743	translation initiation factor activity	0.44596559280383813	0.2572472923029232
GO:0015420	ATPase-coupled vitamin B12 transmembrane transporter activity	0.44596559280383813	0.2572472923029232
GO:0019829	ATPase-coupled cation transmembrane transporter activity	0.44596559280383813	0.2572472923029232
GO:0042542	response to hydrogen peroxide	0.44596559280383813	0.2572472923029232
GO:0019538	protein metabolic process	0.44596559280383813	0.2572472923029232
GO:0005991	trehalose metabolic process	0.44596559280383813	0.2572472923029232
GO:0009360	DNA polymerase III complex	0.44596559280383813	0.2572472923029232
GO:0004642	phosphoribosylformylglycinamidine synthase activity	0.44596559280383813	0.2572472923029232
GO:0016036	cellular response to phosphate starvation	0.44596559280383813	0.2572472923029232
GO:0044228	host cell surface	0.44596559280383813	0.2572472923029232
GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	0.44596559280383813	0.2572472923029232
GO:0046474	glycerophospholipid biosynthetic process	0.44596559280383813	0.2572472923029232
GO:0009245	lipid A biosynthetic process	0.44596559280383813	0.2572472923029232
GO:0044165	host cell endoplasmic reticulum	0.44596559280383813	0.2572472923029232
GO:0031975	envelope	0.44596559280383813	0.2572472923029232
GO:0033499	galactose catabolic process via UDP-galactose	0.44596559280383813	0.2572472923029232
GO:0010756	positive regulation of plasminogen activation	0.44596559280383813	0.2572472923029232
GO:0044044	interaction with host via substance in symbiont surface	0.44596559280383813	0.2572472923029232
GO:0020012	evasion or tolerance of host immune response	0.44596559280383813	0.2572472923029232
GO:0006542	glutamine biosynthetic process	0.44596559280383813	0.2572472923029232
GO:0006104	succinyl-CoA metabolic process	0.44596559280383813	0.2572472923029232
GO:0070180	large ribosomal subunit rRNA binding	0.44596559280383813	0.2572472923029232
GO:0071805	potassium ion transmembrane transport	0.44596559280383813	0.2572472923029232
GO:0010126	mycothiol metabolic process	0.44596559280383813	0.2572472923029232
GO:0004108	citrate (Si)-synthase activity	0.44596559280383813	0.2572472923029232
GO:0030366	molybdopterin synthase activity	0.44596559280383813	0.2572472923029232
GO:0042891	obsolete antibiotic transport	0.44596559280383813	0.2572472923029232
GO:0045900	negative regulation of translational elongation	0.44596559280383813	0.2572472923029232
GO:0006096	glycolytic process	0.4521461627000199	0.26508805756407783
GO:0000105	histidine biosynthetic process	0.4521461627000199	0.26508805756407783
GO:0000156	phosphorelay response regulator activity	0.4521461627000199	0.26508805756407783
GO:0001216	DNA-binding transcription activator activity	0.4521461627000199	0.26508805756407783
GO:0071766	Actinobacterium-type cell wall biogenesis	0.4724474382936325	0.28439628834128367
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	0.4724474382936325	0.2924645013220487
GO:0005886	plasma membrane	0.4724474382936325	0.30557737790931716
GO:0000104	succinate dehydrogenase activity	0.4724474382936325	0.31049737079345113
GO:0017004	cytochrome complex assembly	0.4724474382936325	0.31049737079345113
GO:0009380	excinuclease repair complex	0.4724474382936325	0.31049737079345113
GO:0008299	isoprenoid biosynthetic process	0.4724474382936325	0.31049737079345113
GO:0008081	phosphoric diester hydrolase activity	0.4724474382936325	0.31049737079345113
GO:0008234	cysteine-type peptidase activity	0.4724474382936325	0.31049737079345113
GO:0045152	antisigma factor binding	0.4724474382936325	0.31049737079345113
GO:0043856	anti-sigma factor antagonist activity	0.4724474382936325	0.31049737079345113
GO:0042301	phosphate ion binding	0.4724474382936325	0.31049737079345113
GO:0009306	protein secretion	0.4724474382936325	0.31049737079345113
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	0.4724474382936325	0.31049737079345113
GO:0030151	molybdenum ion binding	0.4724474382936325	0.31049737079345113
GO:0045254	pyruvate dehydrogenase complex	0.4724474382936325	0.31049737079345113
GO:0004356	glutamate-ammonia ligase activity	0.4724474382936325	0.31049737079345113
GO:0052636	arabinosyltransferase activity	0.4724474382936325	0.31049737079345113
GO:0046653	tetrahydrofolate metabolic process	0.4724474382936325	0.31049737079345113
GO:0005388	calcium transmembrane transporter activity, phosphorylative mechanism	0.4724474382936325	0.31049737079345113
GO:0006351	transcription, DNA-templated	0.4724474382936325	0.31049737079345113
GO:0031564	transcription antitermination	0.4724474382936325	0.31049737079345113
GO:0008641	ubiquitin-like modifier activating enzyme activity	0.4724474382936325	0.31049737079345113
GO:0009108	coenzyme biosynthetic process	0.4724474382936325	0.31049737079345113
GO:0006783	heme biosynthetic process	0.4724474382936325	0.31049737079345113
GO:0016878	acid-thiol ligase activity	0.4724474382936325	0.31049737079345113
GO:0071732	cellular response to nitric oxide	0.4724474382936325	0.31049737079345113
GO:0008940	nitrate reductase activity	0.4724474382936325	0.31049737079345113
GO:0009325	nitrate reductase complex	0.4724474382936325	0.31049737079345113
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0.4724474382936325	0.31049737079345113
GO:0016301	kinase activity	0.4778581004090043	0.3197017551199721
GO:0070566	adenylyltransferase activity	0.4778581004090043	0.3197017551199721
GO:0035556	intracellular signal transduction	0.4778581004090043	0.3197017551199721
GO:0000155	phosphorelay sensor kinase activity	0.4778581004090043	0.3197017551199721
GO:0006189	'de novo' IMP biosynthetic process	0.4778581004090043	0.3197017551199721
GO:0008610	lipid biosynthetic process	0.4785588346399706	0.32469594690702497
GO:0016020	membrane	0.4785588346399706	0.32469594690702497
GO:0046777	protein autophosphorylation	0.4785588346399706	0.32469594690702497
GO:0006099	tricarboxylic acid cycle	0.4785588346399706	0.32469594690702497
GO:0071949	FAD binding	0.4911456175273753	0.3448757831220105
GO:0016021	integral component of membrane	0.4911456175273753	0.34624771481998956
GO:0004300	enoyl-CoA hydratase activity	0.4911456175273753	0.3466796065010837
GO:0045893	positive regulation of transcription, DNA-templated	0.4911456175273753	0.3466796065010837
GO:0009055	electron transfer activity	0.4911456175273753	0.3545258676110865
GO:0030246	carbohydrate binding	0.4911456175273753	0.3599412327032774
GO:0003996	acyl-CoA ligase activity	0.4911456175273753	0.3599412327032774
GO:0102391	decanoate-CoA ligase activity	0.4911456175273753	0.3599412327032774
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	0.4911456175273753	0.3599412327032774
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	0.4911456175273753	0.3599412327032774
GO:0043531	ADP binding	0.4911456175273753	0.3599412327032774
GO:0016849	phosphorus-oxygen lyase activity	0.4911456175273753	0.3599412327032774
GO:0004673	protein histidine kinase activity	0.4911456175273753	0.3599412327032774
GO:0009102	biotin biosynthetic process	0.4911456175273753	0.3599412327032774
GO:0008203	cholesterol metabolic process	0.4911456175273753	0.3599412327032774
GO:0001217	DNA-binding transcription repressor activity	0.4911456175273753	0.3599412327032774
GO:0001968	fibronectin binding	0.4911456175273753	0.3599412327032774
GO:0006098	pentose-phosphate shunt	0.4911456175273753	0.3599412327032774
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	0.4911456175273753	0.3599412327032774
GO:0004499	N,N-dimethylaniline monooxygenase activity	0.4911456175273753	0.3599412327032774
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	0.4911456175273753	0.3599412327032774
GO:0006782	protoporphyrinogen IX biosynthetic process	0.4911456175273753	0.3599412327032774
GO:0043024	ribosomal small subunit binding	0.4911456175273753	0.3599412327032774
GO:0009408	response to heat	0.5077301268253923	0.3732956724413641
GO:0016209	antioxidant activity	0.5381648948072147	0.4058501216158428
GO:0033214	siderophore-dependent iron import into cell	0.5381648948072147	0.4058501216158428
GO:0004527	exonuclease activity	0.5381648948072147	0.4058501216158428
GO:0006164	purine nucleotide biosynthetic process	0.5381648948072147	0.4058501216158428
GO:0016788	hydrolase activity, acting on ester bonds	0.5381648948072147	0.4058501216158428
GO:0008289	lipid binding	0.5381648948072147	0.4058501216158428
GO:0097040	phthiocerol biosynthetic process	0.5381648948072147	0.4058501216158428
GO:0010628	positive regulation of gene expression	0.5381648948072147	0.4058501216158428
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	0.558452879225687	0.42458832880420583
GO:0008654	phospholipid biosynthetic process	0.558452879225687	0.4251107023892936
GO:0045227	capsule polysaccharide biosynthetic process	0.558452879225687	0.4251107023892936
GO:0046506	sulfolipid biosynthetic process	0.5714016629249625	0.44847600967160184
GO:0004467	long-chain fatty acid-CoA ligase activity	0.5714016629249625	0.44847600967160184
GO:0008233	peptidase activity	0.5714016629249625	0.44847600967160184
GO:0008379	thioredoxin peroxidase activity	0.5714016629249625	0.44847600967160184
GO:0008408	3'-5' exonuclease activity	0.5714016629249625	0.44847600967160184
GO:0035435	phosphate ion transmembrane transport	0.5714016629249625	0.44847600967160184
GO:0016779	nucleotidyltransferase activity	0.5714016629249625	0.44847600967160184
GO:0004386	helicase activity	0.5714016629249625	0.44847600967160184
GO:0052890	oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	0.5714016629249625	0.44847600967160184
GO:0010125	mycothiol biosynthetic process	0.5714016629249625	0.44847600967160184
GO:0045454	cell redox homeostasis	0.6018845574786976	0.48214573937935734
GO:0006633	fatty acid biosynthetic process	0.6018845574786976	0.4860634877343394
GO:0046488	phosphatidylinositol metabolic process	0.6018845574786976	0.48805296268367204
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	0.6018845574786976	0.48805296268367204
GO:0050662	coenzyme binding	0.6018845574786976	0.48805296268367204
GO:0005507	copper ion binding	0.6018845574786976	0.48805296268367204
GO:0015914	phospholipid transport	0.6018845574786976	0.48805296268367204
GO:0005548	phospholipid transporter activity	0.6018845574786976	0.48805296268367204
GO:0006869	lipid transport	0.6018845574786976	0.48805296268367204
GO:0008395	steroid hydroxylase activity	0.6018845574786976	0.48805296268367204
GO:0010039	response to iron ion	0.6018845574786976	0.48805296268367204
GO:0046872	metal ion binding	0.6041663236125625	0.4913314783043061
GO:0004803	transposase activity	0.625323174372129	0.5214593061759454
GO:0006979	response to oxidative stress	0.625323174372129	0.5214593061759454
GO:0044212	transcription regulatory region DNA binding	0.625323174372129	0.5247984087520232
GO:0034081	polyketide synthase complex	0.625323174372129	0.5247984087520232
GO:0008198	ferrous iron binding	0.625323174372129	0.5247984087520232
GO:0009231	riboflavin biosynthetic process	0.625323174372129	0.5247984087520232
GO:0051920	peroxiredoxin activity	0.625323174372129	0.5247984087520232
GO:0052170	negative regulation by symbiont of host innate immune response	0.625323174372129	0.5247984087520232
GO:0052562	negative regulation by symbiont of host immune response	0.625323174372129	0.5247984087520232
